run_id,model,dataset,lang,n,seed,val_loss,val_f1_weighted,test_f1_weighted,train_seconds
scratch_run_250_456,scratch,sib200,run,250,456,6.016601085662842,0.5496804782519068,0.5496804782519068,4.693056583404541
scratch_run_250_123,scratch,sib200,run,250,123,6.467780590057373,0.46418444630225836,0.46418444630225836,6.5971643924713135
scratch_run_250_42,scratch,sib200,run,250,42,7.818837642669678,0.43234663234663234,0.43234663234663234,4.72902774810791
scratch_run_100_1024,scratch,sib200,run,100,1024,9.85915756225586,0.33042097396936104,0.33042097396936104,5.421491861343384
scratch_run_100_789,scratch,sib200,run,100,789,7.947752952575684,0.36744643803467336,0.36744643803467336,4.149447917938232
scratch_run_100_123,scratch,sib200,run,100,123,12.372284889221191,0.23800631800631802,0.23800631800631802,4.770017623901367
scratch_run_100_456,scratch,sib200,run,100,456,8.126395225524902,0.34155304155304156,0.34155304155304156,4.0805559158325195
scratch_run_100_42,scratch,sib200,run,100,42,8.801626205444336,0.31607744107744107,0.31607744107744107,5.608370780944824
scratch_gaz_full_1024,scratch,sib200,gaz,full,1024,8.470938682556152,0.39061740785878724,0.39061740785878724,8.986777067184448
scratch_gaz_full_789,scratch,sib200,gaz,full,789,7.8283162117004395,0.44316271963330783,0.44316271963330783,6.761690139770508
scratch_gaz_full_456,scratch,sib200,gaz,full,456,9.523991584777832,0.3939459137133556,0.3939459137133556,7.776184320449829
scratch_gaz_full_123,scratch,sib200,gaz,full,123,8.831625938415527,0.4044140558072447,0.4044140558072447,6.49094295501709
scratch_gaz_500_1024,scratch,sib200,gaz,500,1024,10.004141807556152,0.41439791439791435,0.41439791439791435,12.261616468429565
scratch_gaz_full_42,scratch,sib200,gaz,full,42,8.083108901977539,0.4679468942626837,0.4679468942626837,6.686055660247803
scratch_gaz_500_456,scratch,sib200,gaz,500,456,12.220870971679688,0.4548039715631281,0.4548039715631281,10.93352746963501
scratch_gaz_500_789,scratch,sib200,gaz,500,789,8.584370613098145,0.42188977074321043,0.42188977074321043,7.166104316711426
scratch_gaz_500_123,scratch,sib200,gaz,500,123,8.841529846191406,0.4073853521709822,0.4073853521709822,7.538621664047241
scratch_gaz_500_42,scratch,sib200,gaz,500,42,11.681192398071289,0.47977262977262974,0.47977262977262974,10.335678100585938
scratch_gaz_250_1024,scratch,sib200,gaz,250,1024,9.989278793334961,0.35948809119540825,0.35948809119540825,5.349555492401123
scratch_gaz_250_789,scratch,sib200,gaz,250,789,1.825551986694336,0.4009330759330759,0.4009330759330759,3.2947123050689697
